"topic","term","beta"
6,"autobiography",1.72856189228295e-161
1,"avadi",0.0011436347751787
2,"avadi",3.33186527424492e-41
3,"avadi",1.07607279508894e-185
4,"avadi",4.63055212781617e-182
5,"avadi",2.9010752793028e-181
6,"avadi",9.92273175376549e-179
1,"avec",1.06658810202775e-199
2,"avec",1.35901750024654e-201
3,"avec",1.13688085642242e-65
4,"avec",3.1080914881694e-197
5,"avec",0.00110071387508795
6,"avec",3.17212668775125e-197
1,"aventura",2.32587947563391e-259
2,"aventura",2.10615919799768e-261
3,"aventura",0.000887327989521247
4,"aventura",1.5154076137036e-257
5,"aventura",2.2039421363114e-259
6,"aventura",8.35466765816829e-255
1,"awesome",1.18092546324978e-144
2,"awesome",2.67502720838059e-10
3,"awesome",6.77833818858819e-150
4,"awesome",1.7241438640728e-143
5,"awesome",7.73276711808545e-144
6,"awesome",0.00132636484143596
1,"aya",2.15193308239167e-196
2,"aya",2.29884514240745e-197
3,"aya",2.80300292050588e-201
4,"aya",0.00119020179423761
5,"aya",2.99107391878747e-198
6,"aya",2.33748531161251e-196
1,"azar",1.06668972333595e-217
2,"azar",1.04556981932569e-220
3,"azar",4.05590681720089e-222
4,"azar",7.71576502009692e-213
5,"azar",0.00110071387508795
6,"azar",5.46118352460671e-215
1,"azim",2.23456371877465e-203
2,"azim",6.63783583855796e-205
3,"azim",4.12797803014838e-193
4,"azim",2.65107135105158e-202
5,"azim",0.00110071387508795
6,"azim",2.51292090583098e-197
1,"baby",1.83874451263638e-162
2,"baby",6.7211582119267e-165
3,"baby",2.32609820367782e-166
4,"baby",4.87570632820498e-163
5,"baby",0.00440285550035182
6,"baby",7.10399887173388e-159
1,"back",0.0227116794342138
2,"back",0.00758867006065555
3,"back",1.27316672267507e-54
4,"back",1.76448859390931e-43
5,"back",2.31046864064975e-10
6,"back",3.61980791017426e-41
1,"backflips",1.369156779361e-185
2,"backflips",1.70066861706785e-189
3,"backflips",4.22584078620661e-192
4,"backflips",3.5310735803667e-188
5,"backflips",0.00110071387508795
6,"backflips",7.22182349242036e-186
1,"background",1.94883502720718e-189
2,"background",9.23205550300302e-192
3,"background",1.25506509383758e-193
4,"background",0.00119020179423761
5,"background",2.24703651502794e-190
6,"background",2.55175750245453e-187
1,"bad",3.42334057337455e-151
2,"bad",0.00106272240900395
3,"bad",1.3690487248418e-15
4,"bad",0.00357060369939022
5,"bad",2.35175135622772e-29
6,"bad",8.68311903067424e-150
1,"badhiya",0.0011436347751787
2,"badhiya",2.78850493958192e-116
3,"badhiya",8.40905369223345e-190
4,"badhiya",5.85637126998196e-185
5,"badhiya",1.11096448576227e-183
6,"badhiya",5.03941750475207e-182
1,"bahia",4.89042664489311e-167
2,"bahia",1.88080281192219e-169
3,"bahia",0.000887327989521247
4,"bahia",5.83494027639111e-165
5,"bahia",6.54620386166271e-169
6,"bahia",1.28470982065265e-164
1,"bahrain",5.41148131998862e-141
2,"bahrain",4.64694834358793e-143
3,"bahrain",8.56217766332623e-145
4,"bahrain",7.54561727302876e-140
5,"bahrain",0.00110071387508795
6,"bahrain",1.09476318098017e-136
1,"bahut",0.0011436347751787
2,"bahut",4.37963801027504e-117
3,"bahut",7.45072194788696e-189
4,"bahut",7.98373837919943e-185
5,"bahut",2.00180447940789e-183
6,"bahut",3.28668600340305e-183
1,"bailan",0.00228726955035739
2,"bailan",4.32204832054295e-91
3,"bailan",4.17560874933159e-122
4,"bailan",5.22644551849166e-18
5,"bailan",4.26267866267468e-162
6,"bailan",2.50780763385347e-160
1,"bailandl",8.08033491916943e-155
2,"bailandl",7.51382175115558e-156
3,"bailandl",0.000887327989521247
4,"bailandl",1.59072588048966e-101
5,"bailandl",2.48402519276935e-157
6,"bailandl",3.39517260876989e-152
1,"bailando",4.94058702131258e-35
2,"bailando",4.30876167242373e-25
3,"bailando",0.0940567668892522
4,"bailando",3.47090066834531e-58
5,"bailando",1.05963671143668e-73
6,"bailando",5.09277259446039e-151
1,"bailaneo",5.69392730588718e-152
2,"bailaneo",9.18629542666137e-154
3,"bailaneo",0.000887327989521247
4,"bailaneo",4.7848347444935e-57
5,"bailaneo",2.56162324767418e-153
6,"bailaneo",5.31818210837761e-150
1,"bailar",1.35412735223149e-48
2,"bailar",0.00212544181196272
3,"bailar",8.25551730040844e-178
4,"bailar",1.96388023002548e-174
5,"bailar",8.33517437655323e-174
6,"bailar",2.1172409779166e-173
1,"bajo",1.10159811751789e-260
2,"bajo",1.78730747950404e-262
3,"bajo",0.000887327989521247
4,"bajo",1.01725934220353e-258
5,"bajo",5.37868349189861e-260
6,"bajo",4.47292236315881e-255
1,"bakar",1.62217755866654e-168
2,"bakar",3.61605932940805e-171
3,"bakar",1.28756033929693e-172
4,"bakar",1.35741125596684e-167
5,"bakar",0.00110071387508795
6,"bakar",5.81479210089222e-165
1,"baldur",9.46660008790066e-167
2,"baldur",1.812197680403e-169
3,"baldur",0.00177465597904249
4,"baldur",8.68004717891433e-166
5,"baldur",4.33772110857429e-167
6,"baldur",7.89093861261144e-164
1,"band",1.35828235620062e-165
2,"band",0.00106272090598136
3,"band",4.12082255571287e-169
4,"band",1.03764962689788e-165
5,"band",6.36736714234397e-161
6,"band",1.56913107551385e-162
1,"banda",2.4469002181913e-182
2,"banda",0.00106272090598136
3,"banda",1.18262415923173e-34
4,"banda",1.09334032911634e-180
5,"banda",6.67599416517518e-182
6,"banda",5.42381923182865e-179
1,"bandas",7.70917049262912e-192
2,"bandas",1.24352939250692e-195
3,"bandas",0.000887327989521247
4,"bandas",6.39569417930163e-191
5,"bandas",1.42022534866755e-192
6,"bandas",5.41160477742223e-190
1,"bands",5.16914301715107e-143
2,"bands",4.62501408797444e-145
3,"bands",4.19951412577803e-147
4,"bands",3.97574386618624e-144
5,"bands",7.23656318387657e-144
6,"bands",0.00132636517530188
1,"banger",5.48859410427608e-144
2,"banger",0.00318816271794409
3,"banger",3.82379086293367e-149
4,"banger",4.02524958494239e-145
5,"banger",9.92140653524092e-145
6,"banger",9.1553243071455e-142
1,"banget",2.62734472182043e-208
2,"banget",1.98608342194538e-214
3,"banget",9.4635396669551e-216
4,"banget",1.65518988337555e-211
5,"banget",0.00110071387508795
6,"banget",2.0948990446085e-209
1,"bangladesh",1.15789860051674e-167
2,"bangladesh",0.00212544181196272
3,"bangladesh",1.36856430253976e-171
4,"bangladesh",1.19580657616618e-160
5,"bangladesh",9.03424713879112e-168
6,"bangladesh",3.8911568023784e-164
1,"bangladeshi",1.69193687192023e-168
2,"bangladeshi",8.97559925101764e-173
3,"bangladeshi",3.51457849790986e-173
4,"bangladeshi",0.00119020179423761
5,"bangladeshi",4.56916157254749e-172
6,"bangladeshi",9.56589311309649e-167
1,"bangs",9.84848513909438e-169
2,"bangs",7.92737436457617e-170
3,"bangs",3.34904907854584e-171
4,"bangs",1.440574181826e-163
5,"bangs",0.00110071387508795
6,"bangs",7.58816753801496e-164
1,"barcelona",1.78772212901719e-202
2,"barcelona",1.44989196781108e-205
3,"barcelona",5.11017549328431e-208
4,"barcelona",9.64618747882509e-200
5,"barcelona",0.00110071387508795
6,"barcelona",4.90150411835431e-202
1,"baron",1.44898842114183e-212
2,"baron",0.00106272090598136
3,"baron",4.68730001061182e-216
4,"baron",6.80859794911004e-209
5,"baron",3.49598907166686e-206
6,"baron",1.31794327735246e-208
1,"baroness",8.49765883160011e-213
2,"baroness",0.00106272090598136
3,"baroness",3.6832551304122e-216
4,"baroness",2.72336204959586e-209
5,"baroness",9.83152209988386e-207
6,"baroness",2.22978793571315e-209
1,"baru",1.41683215477044e-209
2,"baru",5.51467977415771e-216
3,"baru",1.06436284737206e-216
4,"baru",7.66807751948135e-213
5,"baru",0.00110071387508795
6,"baru",7.22207310015151e-210
1,"base",7.09084207734768e-156
2,"base",0.00106272090598136
3,"base",5.90138581215503e-162
4,"base",1.01917170086782e-156
5,"base",7.71391522942521e-21
6,"base",4.69064529797001e-154
1,"based",0.0011436347751787
2,"based",2.57381840119601e-26
3,"based",5.00210015667917e-183
4,"based",1.09881430946468e-40
5,"based",7.69615363131851e-178
6,"based",4.75551146664028e-175
1,"bbc",7.71390275763242e-196
2,"bbc",0.00106272090598136
3,"bbc",1.89045486368453e-199
4,"bbc",1.69502111905526e-44
5,"bbc",2.93424693048587e-196
6,"bbc",5.13422207299122e-193
1,"bday",0.0022872695503574
2,"bday",4.13962881846464e-167
3,"bday",1.1345306412905e-167
4,"bday",1.80484969720153e-44
5,"bday",4.03705913515304e-163
6,"bday",2.31439591499388e-161
1,"beach",7.54131364927919e-160
2,"beach",6.26670112623531e-163
3,"beach",3.575812817682e-164
4,"beach",2.89415673921576e-159
5,"beach",0.00110071387508795
6,"beach",3.04112582228377e-157
1,"beat",1.91434287636946e-176
2,"beat",0.00106272090598136
3,"beat",3.24143048632501e-179
4,"beat",7.43183083172351e-175
5,"beat",2.51284604979123e-175
6,"beat",7.28319343382937e-33
1,"beaten",1.82365241328178e-129
2,"beaten",1.30366954904874e-82
3,"beaten",0.000887327989521247
4,"beaten",7.82518859285777e-195
5,"beaten",1.43332188654502e-118
6,"beaten",2.65238504683626e-194
1,"beatiful",0.0022872695503574
2,"beatiful",5.58612502306299e-160
3,"beatiful",5.05622771809347e-162
4,"beatiful",1.5123133336436e-157
5,"beatiful",1.50577572273348e-157
6,"beatiful",1.84004862352089e-71
1,"beating",2.03684951327071e-230
2,"beating",1.34619527413737e-234
3,"beating",7.02857492063289e-236
4,"beating",2.50868045060669e-230
5,"beating",1.53823663624133e-230
6,"beating",0.0145900169283207
1,"beats",1.09043442534144e-185
2,"beats",4.29332504844583e-189
3,"beats",0.000887327989521247
4,"beats",1.06542526087836e-185
5,"beats",1.36383668854429e-186
6,"beats",4.57934790553965e-183
1,"beautiful",0.0160015031511471
2,"beautiful",1.01387882820472e-18
3,"beautiful",8.4715239392909e-157
4,"beautiful",6.69807539963576e-08
5,"beautiful",8.96958402832586e-06
6,"beautiful",2.74198526179401e-64
1,"beautifulso",2.64593094303827e-175
2,"beautifulso",1.07565072198733e-22
3,"beautifulso",0.000887327989521247
4,"beautifulso",1.51898994183234e-173
5,"beautifulso",1.38403074681943e-173
6,"beautifulso",3.35965637731989e-171
1,"beauty",2.59517815768115e-30
2,"beauty",1.9887036931445e-163
3,"beauty",1.24106870907408e-167
4,"beauty",0.00238040358847522
5,"beauty",1.99477224520611e-163
6,"beauty",5.06425180738472e-161
1,"beer",5.84925771571732e-164
2,"beer",2.21147269254975e-167
3,"beer",1.064999649689e-167
4,"beer",1.1541577865114e-165
5,"beer",9.1727383284611e-164
6,"beer",0.00132636517530188
1,"beg",0.0011436347751787
2,"beg",4.52844937328752e-162
3,"beg",1.28547944852762e-163
4,"beg",4.14137229840976e-160
5,"beg",5.99076542651468e-160
6,"beg",4.74929503107294e-157
1,"begger",1.97399318240261e-140
2,"begger",5.80332997062946e-143
3,"begger",2.71886750971579e-143
4,"begger",4.18571248608665e-140
5,"begger",0.00110071387508795
6,"begger",4.00276261236975e-136
1,"behave",9.79375644490695e-252
2,"behave",5.43011365822625e-256
3,"behave",1.25818699370962e-256
4,"behave",0.00119020179423761
5,"behave",7.69181734329786e-253
6,"behave",8.28354742911959e-250
1,"belated",1.42431121060378e-51
2,"belated",9.9718952964757e-131
3,"belated",1.04569462401913e-209
4,"belated",1.41986683649349e-204
5,"belated",0.00110071387508795
6,"belated",4.6564124877403e-63
1,"believed",1.10840235022118e-154
2,"believed",7.59275005257478e-42
3,"believed",5.87863748334524e-183
4,"believed",6.81691749837162e-179
5,"believed",0.00110071387508795
6,"believed",3.40506960566012e-37
1,"belive",5.22243914322262e-42
2,"belive",0.00318816271794409
3,"belive",4.35477577648999e-167
4,"belive",9.70549376743062e-163
5,"belive",1.5137402360256e-48
6,"belive",1.03584544547872e-159
1,"belki",1.7359533640068e-182
2,"belki",0.00106272090598136
3,"belki",1.09879203441957e-185
4,"belki",2.05190860601626e-182
5,"belki",2.80273295805473e-183
6,"belki",4.29005904120248e-179
1,"bell",0.0011436347751787
2,"bell",2.2834147010073e-197
3,"bell",1.03845929897828e-200
4,"bell",2.72050402890348e-184
5,"bell",1.43151563508267e-197
6,"bell",2.01578674840168e-194
1,"bella",8.06983406986865e-190
2,"bella",1.19879326441166e-192
3,"bella",0.000887327989521247
4,"bella",3.17168129949614e-189
5,"bella",7.71531999794599e-190
6,"bella",5.86129183172601e-186
1,"belle",8.49112424749629e-171
2,"belle",3.32267941586245e-174
3,"belle",1.0587307755998e-174
4,"belle",1.56339960437257e-170
5,"belle",0.00110071387508795
6,"belle",9.79291067517951e-168
1,"belly",1.03642495147509e-249
2,"belly",2.10213938640846e-253
3,"belly",1.2237863378233e-254
4,"belly",3.89940987763089e-250
5,"belly",0.00110071387508795
6,"belly",1.57119004803318e-236
1,"ben",1.16358649004412e-158
2,"ben",0.00318816271794409
3,"ben",8.72131148943077e-165
4,"ben",8.73289370770815e-158
5,"ben",5.3830491697713e-159
6,"ben",8.42228400786974e-158
1,"beneath",7.39632502530264e-225
2,"beneath",5.9946139281739e-228
3,"beneath",4.35625838134165e-228
4,"beneath",7.53947740655242e-225
5,"beneath",1.32705102459857e-225
6,"beneath",0.00795819105181128
1,"bengal",1.01250104397605e-251
2,"bengal",2.19099839406462e-255
3,"bengal",3.23210982851761e-258
4,"bengal",0.00119020179423761
5,"bengal",6.79814782890168e-253
6,"bengal",9.55088499242343e-250
1,"benger",3.20430348164954e-170
2,"benger",6.75970271135391e-173
3,"benger",1.30233146351024e-174
4,"benger",2.78532412798633e-169
5,"benger",0.00110071387508795
6,"benger",2.74139203695842e-167
1,"betray",6.7341486594748e-164
2,"betray",0.00106272090598136
3,"betray",1.08887446235747e-170
4,"betray",2.30675200100692e-165
5,"betray",1.51841953200613e-166
6,"betray",4.02144868649183e-164
1,"bey",3.87270521048794e-143
2,"bey",4.04097072033869e-145
3,"bey",2.10813554368301e-147
4,"bey",2.38701786863398e-143
5,"bey",0.00110071387508795
6,"bey",3.27196920907866e-140
1,"beyonce",4.14257453106225e-146
2,"beyonce",8.05086485017167e-31
3,"beyonce",4.61801623884733e-20
4,"beyonce",0.00357060538271284
5,"beyonce",3.59701463911651e-45
6,"beyonce",7.77746676993792e-144
1,"bhai",8.42611637397833e-191
2,"bhai",0.00106272090598136
3,"bhai",3.25228654606588e-194
4,"bhai",1.00433257030418e-190
5,"bhai",3.04099895131965e-191
6,"bhai",1.00716017104178e-187
1,"bharat",7.98134726598995e-179
2,"bharat",9.98725121316023e-181
3,"bharat",2.77315984934496e-183
4,"bharat",0.00119020179423761
5,"bharat",1.15731381243497e-178
6,"bharat",1.77913181828407e-175
1,"bharathnatyam",6.25407994126215e-180
2,"bharathnatyam",1.66031466624894e-181
3,"bharathnatyam",5.62438916659551e-183
4,"bharathnatyam",0.00119020179423761
5,"bharathnatyam",5.33269612382447e-180
6,"bharathnatyam",2.90186214884873e-177
1,"bhi",7.83822540512628e-191
2,"bhi",0.00106272090598136
3,"bhi",4.19208538572201e-195
4,"bhi",1.7593315550249e-190
5,"bhi",2.71241183457299e-191
6,"bhi",8.35407480401084e-188
1,"bien",0.0034309043255361
2,"bien",9.74534664334761e-91
3,"bien",2.60717881745468e-132
4,"bien",3.7331998216354e-179
5,"bien",1.55002448853434e-176
6,"bien",1.9363107148454e-175
1,"bienvenido",0.0011436347751787
2,"bienvenido",2.56884441937851e-163
3,"bienvenido",3.82703250251401e-164
4,"bienvenido",1.36615002474257e-160
5,"bienvenido",4.92490503742624e-161
6,"bienvenido",4.27840901172319e-157
1,"big",1.00247264509908e-165
2,"big",0.00202439591973442
3,"big",2.01096376590687e-169
4,"big",0.0024935706500749
5,"big",1.27330330892307e-17
6,"big",8.28907985419433e-163
1,"bihamdihi",1.52429805637173e-202
2,"bihamdihi",3.49990787858575e-205
3,"bihamdihi",4.43487784102412e-193
4,"bihamdihi",1.46200926289723e-202
5,"bihamdihi",0.00110071387508795
6,"bihamdihi",4.20535385314327e-196
1,"bike",9.98036376942393e-180
2,"bike",0.00212544181196272
3,"bike",2.22058106483397e-185
4,"bike",3.21571889824943e-179
5,"bike",5.40343706731729e-180
6,"bike",4.85797965935084e-177
1,"billion",0.0160108868525018
2,"billion",3.31298142686704e-51
3,"billion",2.47948536544807e-66
4,"billion",1.39847672884975e-29
5,"billion",2.43065016710439e-53
6,"billion",5.5739973437698e-79
1,"birth",0.0011436347751787
2,"birth",1.63058753590239e-158
3,"birth",3.7715054603829e-181
4,"birth",7.85343544402783e-177
5,"birth",8.41127011237114e-178
6,"birth",3.95580637256693e-80
1,"birthday",4.86443894130393e-67
2,"birthday",2.61135448582173e-163
3,"birthday",1.77695462734066e-53
4,"birthday",0.00833141255966329
5,"birthday",1.44078240683547e-159
6,"birthday",3.35278510399425e-41
1,"biscuit",8.54159031549879e-50
2,"biscuit",0.00106272090598136
3,"biscuit",2.50337262166351e-208
4,"biscuit",1.20808070252996e-203
5,"biscuit",6.07569261561616e-206
6,"biscuit",1.74615837678611e-203
1,"bit",7.73971262355995e-180
2,"bit",8.66552034707726e-181
3,"bit",1.93544831596292e-182
4,"bit",0.00119020179423761
5,"bit",2.72508156476473e-179
6,"bit",6.82025287471647e-177
1,"black",1.17152633677701e-183
2,"black",2.20672951574207e-59
3,"black",9.47126523258512e-190
4,"black",3.89751630472601e-55
5,"black",0.00220142775017591
6,"black",5.79083234081276e-184
1,"blessing",1.2436021166251e-205
2,"blessing",1.30997701486607e-208
3,"blessing",6.36759579319685e-211
4,"blessing",1.60575016370477e-49
5,"blessing",0.00110071387508795
6,"blessing",3.14553700986283e-203
1,"blind",6.79610240166301e-151
2,"blind",0.00212544181196272
3,"blind",8.16674622318832e-164
4,"blind",1.13253014528422e-163
5,"blind",1.11100732194657e-163
6,"blind",1.92619279996451e-161
1,"bliss",0.0022872695503574
2,"bliss",7.2786543672361e-37
3,"bliss",1.05204088239608e-166
4,"bliss",4.21382686422824e-162
5,"bliss",1.09392441700271e-162
6,"bliss",5.9860490722845e-160
1,"blitar",2.99335169226571e-141
2,"blitar",1.08060323774615e-143
3,"blitar",1.54621542596616e-144
4,"blitar",3.06150922394066e-139
5,"blitar",0.00110071387508795
6,"blitar",3.55731290191318e-138
1,"blood",7.17028974305561e-165
2,"blood",1.57418281418225e-29
3,"blood",2.23411006761102e-169
4,"blood",4.05038608608121e-164
5,"blood",8.09378950258586e-165
