"","Comment","AuthorDisplayName","AuthorProfileImageUrl","AuthorChannelUrl","AuthorChannelID","ReplyCount","LikeCount","PublishedAt","UpdatedAt","CommentID","ParentID","VideoID"
"417","Would you like to make short?

Yes every sad one.......😢💔","@eherogaia8545","https://yt3.ggpht.com/l2Q7CgbsHBU4utN53FeLTgH-0rD7gpZpkhS8vg5WBCprBdjihqxK_l3-89N5OlNWlXAF60mN=s48-c-k-c0x00ffffff-no-rj","http://www.youtube.com/@eherogaia8545","UC-VoYIDMCgydU2itcJw3VEg","0","0","2024-05-19T17:29:16Z","2024-05-19T17:29:16Z","UgyJYSya2RlhpKsDOxV4AaABAg",NA,"YykjpeuMNEk"
"418","💯 best ever song in world","@Vijay11514","https://yt3.ggpht.com/vZ6LPYUhJzsMPD4qwPTmDgNypnhrdID4c7iqw198WwHb1_kDj2cEZETlhJ0F7TSAduUUGJiX=s48-c-k-c0x00ffffff-no-rj","http://www.youtube.com/@Vijay11514","UCzN4a0DpGBq-cENoNLj7PmA","0","0","2024-05-19T17:06:32Z","2024-05-19T17:06:32Z","Ugx28qMFiuXvSaoep-R4AaABAg",NA,"YykjpeuMNEk"
"419","Who would believe it?😮❤","@Adbuo1M","https://yt3.ggpht.com/-tUyPp5rpk0_DRBbEE1_64H_XSqchFIsWuUKOqnnBJZ_oMLkMdt0AG5VbGguaOcaxzB1xJKIWvI=s48-c-k-c0x00ffffff-no-rj","http://www.youtube.com/@Adbuo1M","UCXGZIytgZRbFha7MIZtiYXQ","0","0","2024-05-19T16:49:06Z","2024-05-19T16:49:06Z","Ugzl5hJB8rJzehHwHw54AaABAg",NA,"YykjpeuMNEk"
"420","anyone from 2025 ?","@user-yr3nx9xi4v","https://yt3.ggpht.com/ytc/AIdro_lIVZruWSvlKaxkn57-rQU_C05R3t9jAWHU60AtJYLV6jMdWWwFgedf-dP7oDI9GjrVqw=s48-c-k-c0x00ffffff-no-rj","http://www.youtube.com/@user-yr3nx9xi4v","UC6AmMGr_DDsS35RxFNZ7LIg","3","2","2024-05-19T16:34:07Z","2024-05-19T16:34:07Z","Ugxfyfr9MCqZYVoCh2V4AaABAg",NA,"YykjpeuMNEk"
"421","Ok i'm still hear in 2024 now","@mokhlis9414","https://yt3.ggpht.com/ytc/AIdro_meZQDvkVwIytlz05tUr4sKYRoxduo30MYm6fDWZDFwo5Dx5x44u4bpmQY2f_R4uW4yGQ=s48-c-k-c0x00ffffff-no-rj","http://www.youtube.com/@mokhlis9414","UCj8lxJW7UhjPa4j9bZ6Ly3A","0","0","2024-05-19T16:18:10Z","2024-05-19T16:18:10Z","UgynoeWtw7SOn1PUIvl4AaABAg",NA,"YykjpeuMNEk"
"422","india","@MuhammedSumonHossain","https://yt3.ggpht.com/FhLkLPrmzgD1cEbEnMy4vhITQdhxS1FGIhncWTglK2K-akwmve2od5xdTNC_cA4ii2bnPjZo=s48-c-k-c0x00ffffff-no-rj","http://www.youtube.com/@MuhammedSumonHossain","UCYaBjXsIA0Gb4-sfWnOFbUw","0","0","2024-05-19T16:11:59Z","2024-05-19T16:11:59Z","UgwKrh_TP7uh8oQ_iW94AaABAg",NA,"YykjpeuMNEk"
"423","Anyone in 2080 ?😭","@GreezyMaker","https://yt3.ggpht.com/ytc/AIdro_nxD7eTXBA5iUaLZmCQrPDXyKw9eMZ7JKRriegncRoCnn_XRrAEQ7ckpgil4YDZdF1_DQ=s48-c-k-c0x00ffffff-no-rj","http://www.youtube.com/@GreezyMaker","UCMZ_uKIFScF_Wa6XfeSgfcQ","0","0","2024-05-19T15:42:23Z","2024-05-19T15:42:23Z","Ugx4iZ6d4Xev8R7LBRB4AaABAg",NA,"YykjpeuMNEk"
"424","It's been 8 years ❤","@UzumakiKakashi7","https://yt3.ggpht.com/IW-jApHuQuldsG-AILWlPmZjzZ4g2HiL4LcGmwhFpBKxDa0rNaPLoqcV_vGCIWu7ltNcxCNG8NI=s48-c-k-c0x00ffffff-no-rj","http://www.youtube.com/@UzumakiKakashi7","UCDTBVP-UWTjwgziojhA54Hw","0","2","2024-05-19T15:29:53Z","2024-05-19T15:29:53Z","UgzRyL3XysQ0nsFgQed4AaABAg",NA,"YykjpeuMNEk"
"425","its beyonce ?","@user-rp6it8ry7q","https://yt3.ggpht.com/ytc/AIdro_lTHdUO_ZYVNmtNTnSptY0OD10dCBDuQSJJ-i1tspWLSgZlZDC7gAj48ZBuZ6UMw8rotx0=s48-c-k-c0x00ffffff-no-rj","http://www.youtube.com/@user-rp6it8ry7q","UC3WcBoVyMQlRarwl5BBr7sw","0","1","2024-05-19T14:47:53Z","2024-05-19T14:47:53Z","UgzOTTewWJF1o3lwfNV4AaABAg",NA,"YykjpeuMNEk"
"426","My favorite song 💕","@scr7916","https://yt3.ggpht.com/Zk24zHlUv58FC1YpoRHEVa8_4TnDV_ayF62cCkn9ih6E6U4FsyDnX3JxkGRFaWdjLTPPsH5-=s48-c-k-c0x00ffffff-no-rj","http://www.youtube.com/@scr7916","UCV6szw_bkUm1paJlVEpArtg","0","2","2024-05-19T14:44:13Z","2024-05-19T14:44:13Z","UgzZU7iBs1ih-u23P1J4AaABAg",NA,"YykjpeuMNEk"
"427","I miss that time 😭😔","@user-wg5je1xq1u","https://yt3.ggpht.com/ytc/AIdro_n1guDiz8iQIUgFGnmh5VA5PJlNSiWQwX3Ik0ywlPv8JUDRXZiF6wxDvbC7F3YSi1BdlA=s48-c-k-c0x00ffffff-no-rj","http://www.youtube.com/@user-wg5je1xq1u","UCz7veyZHWwjvlp0m1Xg7vnw","0","6","2024-05-19T14:43:11Z","2024-05-19T14:43:11Z","UgyChxO0r3gCV6iKzAh4AaABAg",NA,"YykjpeuMNEk"
"428","Any legends listening to this masterpiece in May,2024 🎉","@godzillafun8396","https://yt3.ggpht.com/9htjE5TDv1rsUsTiKKxijNhROk8jfHnPUOG2v7AzmmLVAA_O_TrKY7JJwCZZR2URNI-2IixvHg=s48-c-k-c0x00ffffff-no-rj","http://www.youtube.com/@godzillafun8396","UCYVok8-4AS3ioXZHqV1i4qw","0","6","2024-05-19T14:35:44Z","2024-05-19T14:35:44Z","UgwU-gr7HGTD5dn1Rxl4AaABAg",NA,"YykjpeuMNEk"
"429","What a song I feel like I am in haven","@YesThanks-nw9md","https://yt3.ggpht.com/ytc/AIdro_lCcLaQxWcvI2EGO1Yx8JghVogwuIvweQtKO2WljVQO8Z9U-9WIqXep9b4I_4RwnbLfMQ=s48-c-k-c0x00ffffff-no-rj","http://www.youtube.com/@YesThanks-nw9md","UCa8Z8o-tytrsbbP5-m6LdpA","0","2","2024-05-19T14:03:59Z","2024-05-19T14:03:59Z","UgxSsXAiiO6TlXadrWB4AaABAg",NA,"YykjpeuMNEk"
"430","*ANYONE ELSE IN 2025👽👽👽☠️*","@Geet_edtix","https://yt3.ggpht.com/6pVqPCmV4aLNsGyid4bQww2utfzwqwFUYe3GtrQjCyx_n4Nnr1W_DumpdHdWdlDqCFlUeQBv=s48-c-k-c0x00ffffff-no-rj","http://www.youtube.com/@Geet_edtix","UC6ItXRNZ8YFI_SGg-ehHAYQ","0","3","2024-05-19T14:00:57Z","2024-05-19T14:00:57Z","UgwlM3l5KXVu_rCviId4AaABAg",NA,"YykjpeuMNEk"
"431","Any one in 2045🎭","@Deshhit_thebaat","https://yt3.ggpht.com/veyvC_B6WLpcrOxTVIBjoVSBB_zl-CjBfkL7NrcMI49ZdnszQkBy2U1H3isn6rkt7IwgOHLX0A=s48-c-k-c0x00ffffff-no-rj","http://www.youtube.com/@Deshhit_thebaat","UCmJIKvIZJJeizgdKF4eNlpg","0","1","2024-05-19T13:53:55Z","2024-05-19T13:53:55Z","UgwmLPeoca3vxejoIV94AaABAg",NA,"YykjpeuMNEk"
"432","👍","@omaralbertocastrolopez","https://yt3.ggpht.com/ytc/AIdro_nId9JdxcDoQigWf6qH38LsP4W0izw-A2rVwBZfm782OCM=s48-c-k-c0x00ffffff-no-rj","http://www.youtube.com/@omaralbertocastrolopez","UCynmKBs4aVmmUWKMd2uEDbA","0","1","2024-05-19T13:52:25Z","2024-05-19T13:52:25Z","UgxWkm49C9A6MMYEldJ4AaABAg",NA,"YykjpeuMNEk"
"433","This song is 8 yrs old.
BUT it still feels like a new song....
whenever i feel low , this song fills me with positivity❤❤","@MC-KINGGG...","https://yt3.ggpht.com/39LbbgYcZnOZ7o1LPnGHhuLX5QezhdZKLUz2QLn4ztUt7o99i5Rizx76RDe0czrEzkN6JeoIh9g=s48-c-k-c0x00ffffff-no-rj","http://www.youtube.com/@MC-KINGGG...","UCboHCqNY_hRysapRJVYaSZA","0","4","2024-05-19T13:51:40Z","2024-05-19T13:51:40Z","UgwUflJDD8WC_-tYqbl4AaABAg",NA,"YykjpeuMNEk"
"434","Yes me","@L.OO.-kd4xv","https://yt3.ggpht.com/ytc/AIdro_k9XrKEjeqnVQ_ExBSkLiNtUAbq9qlCdjlKe0ywClY98iY03q7dSB_WmMajNAsA2n6ytg=s48-c-k-c0x00ffffff-no-rj","http://www.youtube.com/@L.OO.-kd4xv","UCWzzjnmoshP79jdJv-VQTjg","0","1","2024-05-19T13:27:01Z","2024-05-19T13:27:01Z","UgwFHF0ntmUzUbnxpaR4AaABAg",NA,"YykjpeuMNEk"
"435","2024 peoples assemble herre✨","@x_BELLA744","https://yt3.ggpht.com/8NZWfH5GEfZmcZ5xGKZj-ouNz0hXdrCKDW2DDAnMreUyS5RPraPV9Pgt95TdpQbCEfMpAkhfdFs=s48-c-k-c0x00ffffff-no-rj","http://www.youtube.com/@x_BELLA744","UC-P0Z9MOR7-B_cy9W6DbkDQ","0","1","2024-05-19T13:23:09Z","2024-05-19T13:23:09Z","UgzphdNMz7gipCv6VwJ4AaABAg",NA,"YykjpeuMNEk"
"436","i love India","@myherohoneykalsarpe6832","https://yt3.ggpht.com/ytc/AIdro_kLXfJlAigxwLy2YhjV2Uev3de7cM8mJityPjPSaKWqj2s=s48-c-k-c0x00ffffff-no-rj","http://www.youtube.com/@myherohoneykalsarpe6832","UCCMobCuLrevkGiM6XOgCSKA","0","0","2024-05-19T12:55:35Z","2024-05-19T12:55:35Z","Ugy0pN82BWoohE0oaL94AaABAg",NA,"YykjpeuMNEk"
"437","It's in India ,I think ...Sonam Kapoor in this video ...","@IMRANKHAN-cy3ez","https://yt3.ggpht.com/ytc/AIdro_lTYkyFLmc4oTVT_jrfCwxTfN3knDKKnDYyc8ldUGmJr9cP=s48-c-k-c0x00ffffff-no-rj","http://www.youtube.com/@IMRANKHAN-cy3ez","UCUGlPPEtib9bzN4k5hbVwbg","3","0","2024-05-19T12:38:28Z","2024-05-19T12:38:28Z","UgxFmeBKaL28YeKfX9p4AaABAg",NA,"YykjpeuMNEk"
"438","ANYONE IN 2040?","@sanjaydenis4395","https://yt3.ggpht.com/ytc/AIdro_nzf_38osY0eh7aPQbfKu6wRof-DTAs7pSaNm9ZMqGPUJFfWyS5SFzzSHFBOz2qGsV8gw=s48-c-k-c0x00ffffff-no-rj","http://www.youtube.com/@sanjaydenis4395","UCa9ZCQ8hv9s5w6x1bglnkHg","0","2","2024-05-19T11:11:36Z","2024-05-19T11:11:36Z","UgzcMLiWg0fPKmKnjKd4AaABAg",NA,"YykjpeuMNEk"
"439","Anyone in mei 2024","@alexanderabraham8863","https://yt3.ggpht.com/ytc/AIdro_nHNmhgK4mtwlkvbYzWQNsHe7dvV4nJKisK6SmVW8O7u9Pa8T0cWxyinae9f8_eisKzEw=s48-c-k-c0x00ffffff-no-rj","http://www.youtube.com/@alexanderabraham8863","UCM8AOOYgvZlh_E7W_X5mZjA","0","1","2024-05-19T10:35:24Z","2024-05-19T10:35:24Z","UgzXDNCG4QvMOub2jZt4AaABAg",NA,"YykjpeuMNEk"
"440","ANYONE IN 2024 HERE ALLWAYS ?😔♥️👇","@louiseannflores1083","https://yt3.ggpht.com/ytc/AIdro_mSM9XqoC-4lWX2f7dv66YuEjZUn0HVGKrKloaVSgsWOg=s48-c-k-c0x00ffffff-no-rj","http://www.youtube.com/@louiseannflores1083","UCWgpMWU8zN3yz3x4oqQ669w","1","2","2024-05-19T09:33:11Z","2024-05-19T09:33:11Z","Ugzc0dJxC_uIMjucli54AaABAg",NA,"YykjpeuMNEk"
"441","Any time travelers 🙂","@DASHdvd","https://yt3.ggpht.com/YcM2doMMc9e-BMmyKF2ryCdvTIDGXgkSfXZM4jAsQ6cpZancTNjiOeRCrFHGioqNPdEgGSEg=s48-c-k-c0x00ffffff-no-rj","http://www.youtube.com/@DASHdvd","UCmA079oE5hnllKVA-aOCfPw","0","1","2024-05-19T08:44:48Z","2024-05-19T08:44:48Z","Ugxg9BVLhrNRrLfruy54AaABAg",NA,"YykjpeuMNEk"
"442","19 / 5 / 2024 anyone?","@vicky-lp1xe","https://yt3.ggpht.com/ytc/AIdro_mxS4BpEU8mCqRSp4OCboDqPt29W_vGIgJJkEcrfP4=s48-c-k-c0x00ffffff-no-rj","http://www.youtube.com/@vicky-lp1xe","UCVbo4YVZyn0ReMdCQZXhpeQ","1","0","2024-05-19T07:59:51Z","2024-05-19T07:59:51Z","UgzHrNIdQS2nuteGzIF4AaABAg",NA,"YykjpeuMNEk"
"443","Love Coldplay from India ✌","@lalhriatpuiahauchhum3286","https://yt3.ggpht.com/ytc/AIdro_kx1S6OCnuVxADs8_eeF8cmwtZB-2mv9KkoBLbifF3_VKFhmKemilEL1SeVcrFS-c7LGQ=s48-c-k-c0x00ffffff-no-rj","http://www.youtube.com/@lalhriatpuiahauchhum3286","UCUfF8YqrOyzkotZbxXGhrWg","0","0","2024-05-19T07:54:27Z","2024-05-19T07:54:27Z","UgxWh-tqxjgnqOmF27F4AaABAg",NA,"YykjpeuMNEk"
"444","Showing Indian dance ❤","@bijoyroy2091","https://yt3.ggpht.com/ytc/AIdro_nPoJzviSuqxkPhxhK9crGWMQ8qcovHe4B8IFTKh5aar_7r=s48-c-k-c0x00ffffff-no-rj","http://www.youtube.com/@bijoyroy2091","UCnC7w75jDZM3RzrB65E5dYA","0","0","2024-05-19T07:50:42Z","2024-05-19T07:50:42Z","UgxARAlpNfAVd9Xdv9p4AaABAg",NA,"YykjpeuMNEk"
"445","This video reveals some hidden identity from those kids doing backflips","@bishnupaudel8112","https://yt3.ggpht.com/ytc/AIdro_n8Py9wMbx0DStYJA3_1WovPPvlRztMYfai_voBp1zl4Q=s48-c-k-c0x00ffffff-no-rj","http://www.youtube.com/@bishnupaudel8112","UCWVzDEyVcL8PoGGJcWQwW8g","0","0","2024-05-19T07:39:53Z","2024-05-19T07:39:53Z","UgzjLXvNfof4tL3x5oV4AaABAg",NA,"YykjpeuMNEk"
"446","Ab yahan kahin se koi aaega aur bolega kaun kaun 2024 mein hai 😂","@chetansaxena5774","https://yt3.ggpht.com/gQ4jW__ZAvm42h6fjIPnPQ-ifEE851N1FmjHbb5SvJSs9oOTnrYw-e-aPOlBEHZ3mvC_pdBB9w=s48-c-k-c0x00ffffff-no-rj","http://www.youtube.com/@chetansaxena5774","UCIjA3iJcnrFlMQu_76_4ioQ","0","1","2024-05-19T07:33:07Z","2024-05-19T07:33:46Z","Ugw1DCqtYoPIALUrWsJ4AaABAg",NA,"YykjpeuMNEk"
"447","❤❤❤❤❤❤","@brijeshparui9144","https://yt3.ggpht.com/ytc/AIdro_nBeNAQeM8DSiIvGNJ8v_i0hKdrWUu_Jdap7W9wVw=s48-c-k-c0x00ffffff-no-rj","http://www.youtube.com/@brijeshparui9144","UCHRhCKmOw0-mmhV39FpuVIA","0","0","2024-05-19T07:28:08Z","2024-05-19T07:28:08Z","UgymyF-0OOy8sbNixKd4AaABAg",NA,"YykjpeuMNEk"
"448","Anyone From india 🇮🇳","@its_Manish69","https://yt3.ggpht.com/OJwqWQ57kk1i1stMiTcKqYIo9acImW_7cgcB9H7O1GGoFDco_PI0WshQJtVRYn45DJurHDpEag=s48-c-k-c0x00ffffff-no-rj","http://www.youtube.com/@its_Manish69","UCb7KflXkKBfLIg3APShyqpA","1","2","2024-05-19T07:02:28Z","2024-05-19T07:02:28Z","UgwUT-OHf8b_NjKpuHx4AaABAg",NA,"YykjpeuMNEk"
"449","If got goosebumps mark your  attendence here 😊","@aadarshsingh764","https://yt3.ggpht.com/ytc/AIdro_kvQd0lrml1CgJjuFyKKCyLLabeijNDm2TvC1B9pf9oXtc=s48-c-k-c0x00ffffff-no-rj","http://www.youtube.com/@aadarshsingh764","UCs--n02zY1bsI2wWdrFT38Q","1","8","2024-05-19T06:38:10Z","2024-05-19T06:38:10Z","Ugza7ZcZVH4B-k6lBf14AaABAg",NA,"YykjpeuMNEk"
"450","2024 present","@danielatorres1360","https://yt3.ggpht.com/ytc/AIdro_kOHrMmCKDCBSpixbzJlu_O3J5J9N2rjYcpAU16A7Y=s48-c-k-c0x00ffffff-no-rj","http://www.youtube.com/@danielatorres1360","UCJ_LuaKNsBK9YjlWk11tvVg","0","1","2024-05-19T06:15:19Z","2024-05-19T06:15:19Z","UgyEa8cuKwI5ALuX19x4AaABAg",NA,"YykjpeuMNEk"
"451","❔","@user-hc7ld8xi7l","https://yt3.ggpht.com/ytc/AIdro_mZ5cC5_Py34HlwaSKTcmTpJOZMjqXUqQMI-cjjiwz7rKS0tHZRXgxNlq0RrJ-Ja5ccQg=s48-c-k-c0x00ffffff-no-rj","http://www.youtube.com/@user-hc7ld8xi7l","UCYTH0wO-SZqMzPvYMh-VHIg","0","0","2024-05-19T05:38:43Z","2024-05-19T05:38:43Z","Ugwy-zvJkSb7Ee9eyMR4AaABAg",NA,"YykjpeuMNEk"
"452","2️⃣0️⃣2️⃣4️⃣","@user-hc7ld8xi7l","https://yt3.ggpht.com/ytc/AIdro_mZ5cC5_Py34HlwaSKTcmTpJOZMjqXUqQMI-cjjiwz7rKS0tHZRXgxNlq0RrJ-Ja5ccQg=s48-c-k-c0x00ffffff-no-rj","http://www.youtube.com/@user-hc7ld8xi7l","UCYTH0wO-SZqMzPvYMh-VHIg","0","2","2024-05-19T05:38:22Z","2024-05-19T05:38:22Z","UgznVZPrdHwGeg_NDQF4AaABAg",NA,"YykjpeuMNEk"
"453","2024 May???? Love from India","@sanurajendran3642","https://yt3.ggpht.com/ytc/AIdro_lwFOfBP--doHnAcmT0nn0Gm2ISD_mWnDN-ba6-RNgZtKU=s48-c-k-c0x00ffffff-no-rj","http://www.youtube.com/@sanurajendran3642","UCEyvZX_qKNoV9ylXjQo9HvA","0","1","2024-05-19T05:13:34Z","2024-05-19T05:13:34Z","UgyLDwRub_Hae8toIrt4AaABAg",NA,"YykjpeuMNEk"
"454","Tem alguém aqui maio 2024? 🇧🇷❤🇷🇺🇺🇸🇦🇺","@nararocha884","https://yt3.ggpht.com/8zWUNdeCrSzYOyG7VIc63EQ-jRXXMpJzagRgGSc-hWBTR0hu-6KYmvlU_Kzc49K_9sHDUuc-3A=s48-c-k-c0x00ffffff-no-rj","http://www.youtube.com/@nararocha884","UCzQhjWZ74umFCBCvzsyxuGQ","0","0","2024-05-19T04:49:07Z","2024-05-19T04:49:07Z","UgwkoYqHP4V4M5MFTXB4AaABAg",NA,"YykjpeuMNEk"
"455","This is amazing 😚😊❤❤❤❤❤❤😊","@JyotiVerma-xs3hb","https://yt3.ggpht.com/ytc/AIdro_lN1r14JyVE1HV827fOA4jwcUpML9JATe2vub3wBZwgdO1_u1mEpcWHSejRd9oj5lcaaA=s48-c-k-c0x00ffffff-no-rj","http://www.youtube.com/@JyotiVerma-xs3hb","UC4zAij3N7AjxzekfFv1ef0w","0","1","2024-05-19T04:29:06Z","2024-05-19T04:29:06Z","UgzeqA3NDYdM5IvynqR4AaABAg",NA,"YykjpeuMNEk"
"456","Make another video song in India 🇮🇳","@tushargaming20658","https://yt3.ggpht.com/zWzoeFsXLTTy_y-jVR6ogakSqRdLkuvzuEZcFvP_anxPwrPmXJpElosOYdVn3z9Cmr9W0w64aQ=s48-c-k-c0x00ffffff-no-rj","http://www.youtube.com/@tushargaming20658","UC_qYDxV7WNo87y-noGy1xog","0","1","2024-05-19T04:23:34Z","2024-05-19T04:23:34Z","UgxTcckSkBusxy6DAbh4AaABAg",NA,"YykjpeuMNEk"
"457","ANYONE IN 2️⃣0️⃣2️⃣5️⃣😂","@mkarmy8529","https://yt3.ggpht.com/ytc/AIdro_m5evfCF_YxC_lDCZai6PdDPi8RLB_PVhrL3a1ARTLFBM2x9-KClsWFWW2FfUzwIrVBkQ=s48-c-k-c0x00ffffff-no-rj","http://www.youtube.com/@mkarmy8529","UCAGQ3zX0E76ZU11qiyF1Zjg","0","0","2024-05-19T03:56:05Z","2024-05-19T03:56:05Z","Ugye3IyYBFtwQ90CmY54AaABAg",NA,"YykjpeuMNEk"
"458","Is it shooted in India😮","@sahib-308","https://yt3.ggpht.com/P4gz6SZC2-usL2PUsDCiDM70IoC9UBc1COEMuf-vbMUkTSmq9xjyBW4lPKc-b-wVKFLwn4PhtQM=s48-c-k-c0x00ffffff-no-rj","http://www.youtube.com/@sahib-308","UCcLWAgdNrg-XvNtT1V8ZoOA","0","0","2024-05-19T03:39:40Z","2024-05-19T03:39:40Z","UgyCpFWMaB7ESBYmsvt4AaABAg",NA,"YykjpeuMNEk"
"459","Anyone from India","@ShubhrakantSwain","https://yt3.ggpht.com/7_SEs3VYSdudZVigSHeP9KN_l6q_2kQaV6yXtTovFaQOgP8e08yJVm_AGw6y6LSW6W4fI8ZF=s48-c-k-c0x00ffffff-no-rj","http://www.youtube.com/@ShubhrakantSwain","UCsyvWjvmMVaoHSdmr3tvexg","0","0","2024-05-19T03:37:18Z","2024-05-19T03:37:18Z","Ugx_AyMTur5BNKkaDHV4AaABAg",NA,"YykjpeuMNEk"
"460","Anyone in May 2024 ?","@ShubhrakantSwain","https://yt3.ggpht.com/7_SEs3VYSdudZVigSHeP9KN_l6q_2kQaV6yXtTovFaQOgP8e08yJVm_AGw6y6LSW6W4fI8ZF=s48-c-k-c0x00ffffff-no-rj","http://www.youtube.com/@ShubhrakantSwain","UCsyvWjvmMVaoHSdmr3tvexg","0","2","2024-05-19T03:37:02Z","2024-05-19T03:37:02Z","UgwB1D8TZXFCyUEkYWx4AaABAg",NA,"YykjpeuMNEk"
"461","(\_/)
(-_+)
(>❤️)","@naylapramor","https://yt3.ggpht.com/L3B5h7EAnXsO4q0u0aNZ8_dFCfeJwOHr2ttK1fctR01zdLcUd7NWurldkzdKrbVSoLHocF8=s48-c-k-c0x00ffffff-no-rj","http://www.youtube.com/@naylapramor","UC1JiH1EwqLm6YIVHQlY3baA","0","0","2024-05-19T03:18:00Z","2024-05-19T03:18:00Z","UgySqy4ryxJyqKVRNe14AaABAg",NA,"YykjpeuMNEk"
"462","How is it that I'm only finding out the name of these guys now? I've heard some of their songs several times and never knew who they were until this song was stuck in my head from edits.","@SharkTakerYT","https://yt3.ggpht.com/G5exmGXYrxDczEYHkgOK1q87RG9k1tdUjmiBrn1ptwgynNumEFyRtoXvRlNqK8bhC-r4TocLTg=s48-c-k-c0x00ffffff-no-rj","http://www.youtube.com/@SharkTakerYT","UC09H1-FgmsOiT6BoCM8GXKQ","0","0","2024-05-19T03:03:15Z","2024-05-19T03:03:15Z","Ugy-WuUs1rv08wPMJ1V4AaABAg",NA,"YykjpeuMNEk"
"463","what a celebration of Indian culture  like if you agree and watching this on 2024","@surryamukkara1204","https://yt3.ggpht.com/ytc/AIdro_lKLc1F90KZFoIzXLksvFr_ot_jhDQuWBgbEx03VvCOy3iSeSakR3rodFATvo7yZ7LV3Q=s48-c-k-c0x00ffffff-no-rj","http://www.youtube.com/@surryamukkara1204","UCO4ZzTYwRl2dIJO5WgV0Iwg","0","0","2024-05-19T01:43:49Z","2024-05-19T01:43:49Z","UgzDA7vDfIiRHhjmUq54AaABAg",NA,"YykjpeuMNEk"
"464","🇧🇷😢 8 Anos","@luisfernandobrasil0199","https://yt3.ggpht.com/ytc/AIdro_mzudGsTEUm2DR7zr538JrZ4XGacqyIdjZ2UUWCrjalPsU=s48-c-k-c0x00ffffff-no-rj","http://www.youtube.com/@luisfernandobrasil0199","UCMYZQRE9V7xbI9JKBQ3fctg","0","0","2024-05-19T01:21:34Z","2024-05-19T01:21:34Z","UgxlkYZc4JGPfKZC-Bl4AaABAg",NA,"YykjpeuMNEk"
"465","I❤this song","@user-zz8ue3kz8v","https://yt3.ggpht.com/ytc/AIdro_nBiBza47xrVI22HQqbI5vVMSjOKCrypMV0wpODLhDTVe4Nl2G7EKpFmagMA2FW4bucAg=s48-c-k-c0x00ffffff-no-rj","http://www.youtube.com/@user-zz8ue3kz8v","UCMBH8CodL58KFUodjgUlM5A","0","1","2024-05-19T00:28:16Z","2024-05-19T00:28:16Z","UgxxTiNpx_dCyIYLQCh4AaABAg",NA,"YykjpeuMNEk"
"466","Ohaaaaa❤","@user-zz8ue3kz8v","https://yt3.ggpht.com/ytc/AIdro_nBiBza47xrVI22HQqbI5vVMSjOKCrypMV0wpODLhDTVe4Nl2G7EKpFmagMA2FW4bucAg=s48-c-k-c0x00ffffff-no-rj","http://www.youtube.com/@user-zz8ue3kz8v","UCMBH8CodL58KFUodjgUlM5A","0","1","2024-05-19T00:27:37Z","2024-05-19T00:27:37Z","UgyCjDy47LosYkCwLjZ4AaABAg",NA,"YykjpeuMNEk"
"467","Dulu suka lagunya tapi ga tau video clipnya. 2024 baru nonton video klipnya, ternyata keren banget❤","@aecochannel3222","https://yt3.ggpht.com/1MxODIkng73uzQ0BvPA8Qi1nbDxqJcgIWgY0t6CamClLafJA2EdTf8aHOwSI6wwv0JddqSTYSA=s48-c-k-c0x00ffffff-no-rj","http://www.youtube.com/@aecochannel3222","UCUNbrUeqk_jOAzfAcNKpSyw","0","1","2024-05-18T23:33:31Z","2024-05-18T23:33:31Z","UgxuTP647oSVALjqwuB4AaABAg",NA,"YykjpeuMNEk"
"468","❤","@angelicasouza3245","https://yt3.ggpht.com/ytc/AIdro_kFIebZyxohWwXhUXwNE8BbA4nvk0K1MLx0pTP7heZv3UwH=s48-c-k-c0x00ffffff-no-rj","http://www.youtube.com/@angelicasouza3245","UCvVIf3Ns1tcVKx7CjDUPaCQ","0","1","2024-05-18T23:33:29Z","2024-05-18T23:33:29Z","Ugw-habnWQTYfn8_l9N4AaABAg",NA,"YykjpeuMNEk"
"469","May 2024 anyone?","@shelexboy13","https://yt3.ggpht.com/dlacMlW6PCPch9uvoJqRzcvbSyuG8H5AkyUZUYdBw5bqCAUij_60YiFQf1yVwij9P4g7uHmnTLo=s48-c-k-c0x00ffffff-no-rj","http://www.youtube.com/@shelexboy13","UCR9M7IAhMOUJkhgv2uQGOEA","1","1","2024-05-18T23:05:02Z","2024-05-18T23:05:02Z","UgyhtRcdD45Ic_U1AG94AaABAg",NA,"YykjpeuMNEk"
"470","Ronan Santana","@andresantana763","https://yt3.ggpht.com/ytc/AIdro_kWEJVwc4gGuFBr6TQQTHRtnslIZKaff5DaT1yD1zBqwg=s48-c-k-c0x00ffffff-no-rj","http://www.youtube.com/@andresantana763","UC7WTb1JC8z7Qk33D3kLH19A","0","0","2024-05-18T22:27:24Z","2024-05-18T22:27:24Z","UgwppclmEppugAdliGZ4AaABAg",NA,"YykjpeuMNEk"
"471","Ommmmmgggggg
All of my 3 years ago 😢😢😢❤❤❤","@delaramdavoudi3230","https://yt3.ggpht.com/ytc/AIdro_kAvXwKhF9W-758960a9XjLrXxvSdrZkX4XZl0vZ0CotMcCwuJe0HKveyMX8NMWQ9UFfw=s48-c-k-c0x00ffffff-no-rj","http://www.youtube.com/@delaramdavoudi3230","UCviIQ-o44rjEo_t61Gkmbag","0","0","2024-05-18T22:26:55Z","2024-05-18T22:26:55Z","UgzVXSjIVsvB7BCzTyl4AaABAg",NA,"YykjpeuMNEk"
