"","Comment","AuthorDisplayName","AuthorProfileImageUrl","AuthorChannelUrl","AuthorChannelID","ReplyCount","LikeCount","PublishedAt","UpdatedAt","CommentID","ParentID","VideoID"
"1","GYATT I WAS IN OHIO BEFORE I MET YOU","@user-dh6pv6nk8l","https://yt3.ggpht.com/bhg2gqWMOcK1gIH31E8WNdZaNuX_KtC1dzrQIhnl1UeLJjho8azc3tjRRbaWGredyW6tqhlKIz8=s48-c-k-c0x00ffffff-no-rj","http://www.youtube.com/@user-dh6pv6nk8l","UCSPMit7ovjjktQ5DlSQJTVA","0","1","2024-05-27T14:07:21Z","2024-05-27T14:07:21Z","UgxjOu7t2i5bePEv_3F4AaABAg",NA,"PT2_F-1esPk"
"2","We ain't ever not the rizzler🗣️🔥💯","@s3lf_09","https://yt3.ggpht.com/ap27vx7nG68nouGhZcp6IK6-4kGOH8x0xlGVVrH5YAu3TcwfdFiOh0QlajqJaO6yhOAqBGejL54=s48-c-k-c0x00ffffff-no-rj","http://www.youtube.com/@s3lf_09","UCG-w4_BNM3pdkqFU-7mQehA","0","0","2024-05-27T13:54:23Z","2024-05-27T13:54:23Z","UgzBdBODZJlz4coOms14AaABAg",NA,"PT2_F-1esPk"
"3","So baby gronk me closer in the back skibidi toilet","","https://yt3.ggpht.com/VGLAirOPEsX9nhvo8ySfXNRBvUw3HhiIiWyZd9sxjzsVRvnJrkJtxm_qU-l4Y4tinqf38fXa=s48-c-k-c0x00ffffff-no-rj","http://www.youtube.com/c/Ph%C3%BAKenJi2006","UC4tVFh3ib8pAm17H5WbKTbg","0","0","2024-05-27T13:31:46Z","2024-05-27T13:31:46Z","UgzTuz_miftXgp9Y0Vx4AaABAg",NA,"PT2_F-1esPk"
"4","Yes like a gift 🎁 of god... March 2024","@urielmayroldan3305","https://yt3.ggpht.com/ytc/AIdro_ls05GlP4-DsvOy8revtK45pPgUL1kFgh4LGuYfvV-O3nyWoRp3CJzDqI8Ctf7Dywg_LQ=s48-c-k-c0x00ffffff-no-rj","http://www.youtube.com/@urielmayroldan3305","UC2hAxm79upLoeuz_ydoqX2w","0","1","2024-05-27T12:31:53Z","2024-05-27T12:31:53Z","Ugw1xZhNE9l_EWJxDlp4AaABAg",NA,"PT2_F-1esPk"
"5","I just love this Song 💙","@ReyCaballero-mm5kv","https://yt3.ggpht.com/ytc/AIdro_kICLEWVz_Df11W9j2QDfrHNDDg1x_VaLwS8b0VSK2HbsRDCJlZlRWUA-jL7XAQ5mwfAg=s48-c-k-c0x00ffffff-no-rj","http://www.youtube.com/@ReyCaballero-mm5kv","UCSCqBGp_vEJAde6A5hZ-IFw","0","1","2024-05-27T12:18:41Z","2024-05-27T12:18:41Z","UgxbohVXo43W4rhUOIJ4AaABAg",NA,"PT2_F-1esPk"
"6","I'm here cuz of freenbecky","@user-ff8qt5sg5k","https://yt3.ggpht.com/ytc/AIdro_lqULl_zl4kd2Kqu-NGfQAeRgktPwzB-Z0A1Snc5T96-MRs7PMnyyGHCmsAyOOuHNpt5Q=s48-c-k-c0x00ffffff-no-rj","http://www.youtube.com/@user-ff8qt5sg5k","UCaCX93nv8xjqYbTje_luBXg","0","0","2024-05-27T12:14:35Z","2024-05-27T12:14:35Z","UgyNJnL-eaYeb9rT9KB4AaABAg",NA,"PT2_F-1esPk"
"7","anyone in 2028?","@Connor-ez9nj","https://yt3.ggpht.com/ytc/AIdro_mFwh2IrAgSRZ0bfsBI6zmAunMhdQdLYWio4gGzQHiQAgS8RJeBxykBSv3CKlCmqo2Z-A=s48-c-k-c0x00ffffff-no-rj","http://www.youtube.com/@Connor-ez9nj","UCk8swJ_KoiZe2cO07-lunwQ","0","1","2024-05-27T12:01:29Z","2024-05-27T12:01:29Z","UgzRNk0nrpgAIAYE3kF4AaABAg",NA,"PT2_F-1esPk"
"8","Anyone in June 2024 ? 😂","@rosemoreno8145","https://yt3.ggpht.com/2KEuY_Zl2pYoG-IyjakZvm4d8zphGW9IbdC78yI8kFqS6AI61Dw4_7STt5mQntKMV9wVYrwEJw=s48-c-k-c0x00ffffff-no-rj","http://www.youtube.com/@rosemoreno8145","UCVQe85BgJe8RudZ1SaR6f-g","0","1","2024-05-27T11:32:18Z","2024-05-27T11:32:18Z","UgxQgEpBmZW5fi8wI014AaABAg",NA,"PT2_F-1esPk"
"9","I ain't never be sigma","@Ganbarrethink","https://yt3.ggpht.com/bA1SNuw70GUNlT9SIpjeKAIUhDRSMhkTedW6abM7MwaBzfTyZjoO44kQU_mb4Sl5XyLDuGYgBA=s48-c-k-c0x00ffffff-no-rj","http://www.youtube.com/@Ganbarrethink","UCB4RhtPn2TaxeZN3bVEyWLA","0","0","2024-05-27T09:55:44Z","2024-05-27T09:55:44Z","Ugwnl4kbAa35hzOEsod4AaABAg",NA,"PT2_F-1esPk"
"10","I used to love this in 2022","@brawlonlyy","https://yt3.ggpht.com/ZUvVha8L1IVrPENdz5PDGXBTHblRLxltROcYC-FzU1JccPkeJZlm6VBbKxIAY-m2b5zPmgoGv9o=s48-c-k-c0x00ffffff-no-rj","http://www.youtube.com/@brawlonlyy","UCTTqtJK9EMMQJdh8vwNAbbA","0","0","2024-05-27T09:43:48Z","2024-05-27T09:43:48Z","Ugzj78JtGcow2SdIJ7F4AaABAg",NA,"PT2_F-1esPk"
"11","May 2024😁","@The_Twenty20","https://yt3.ggpht.com/ytc/AIdro_nO5_AnrR5wC3yikrkeRVMEqqK2JYLnvMQub5cKxd-mCQNDacSpJv5wGRkTMh4pgO6TqQ=s48-c-k-c0x00ffffff-no-rj","http://www.youtube.com/@The_Twenty20","UCoUyyT4SUD2RTTIp8Ffq3Bw","0","1","2024-05-27T08:14:50Z","2024-05-27T08:14:50Z","Ugx3crMFKPlxudTasWZ4AaABAg",NA,"PT2_F-1esPk"
"12","Năm 2024","@user-rl3jk6xe9f","https://yt3.ggpht.com/ytc/AIdro_l3w5pHbAbv1UvTOPK0opzB0B7dPW0ZNUdarnydvhKgG4l6j3Av59TtPzgAeNOLj7pxDQ=s48-c-k-c0x00ffffff-no-rj","http://www.youtube.com/@user-rl3jk6xe9f","UCdBzHkdLT93XAQ2LWwEVt-Q","0","1","2024-05-27T08:00:26Z","2024-05-27T08:00:26Z","Ugxtok_s3Z1K8K7z3y54AaABAg",NA,"PT2_F-1esPk"
"13","we ain’t ever not the rizzler","@eatsumrice","https://yt3.ggpht.com/KqeIi9TK3OMorkfM8kFJP4bHb1AkkBHKq4_OLHTinWwY9aHJDXnhCsV8eTYcOKqQeUtR70OKBw=s48-c-k-c0x00ffffff-no-rj","http://www.youtube.com/@eatsumrice","UCZDnWJPVvhn6wGc0hYr58uA","0","0","2024-05-27T07:09:39Z","2024-05-27T07:09:39Z","Ugx0W8spZYwDYFd5jwV4AaABAg",NA,"PT2_F-1esPk"
"14","I can’t believe Covid was 4 yrs ago","@Henli9179","https://yt3.ggpht.com/HXOh2eb7lj_05JtixmR0b-gy_u98dQ88XZAWjDowLlZ4JfRJZa7hNMnJ04tONOddqAW5TjhQQZA=s48-c-k-c0x00ffffff-no-rj","http://www.youtube.com/@Henli9179","UCUzoh2ty9-7kjn9yz6iyJfA","0","1","2024-05-27T06:37:24Z","2024-05-27T06:37:24Z","UgyDEAs7JZXBBDn1Nul4AaABAg",NA,"PT2_F-1esPk"
"15","Muntazyyyt","@kachil_da","https://yt3.ggpht.com/60wjoN5uzRluRrcXbefMSU4Er9ezhPAcZb2sOCQ9kAQV71RqbW_NuQrfatVfU86GeU99XtjH=s48-c-k-c0x00ffffff-no-rj","http://www.youtube.com/@kachil_da","UCAGT_CoZUWiK1rzMlW-ehiA","0","0","2024-05-27T04:05:23Z","2024-05-27T04:05:23Z","UgwQXQBxJfV6wZV0l5R4AaABAg",NA,"PT2_F-1esPk"
"16","Like.. yeah.. were getting older 😅","@Vjiji2424","https://yt3.ggpht.com/jRWyq7v8FMhqFZlrcTPy_IiZuTRC-a6jXOHUcnjqqhXC872PnYBjdW5mwr_8MRtbJvBA4Z_8Rms=s48-c-k-c0x00ffffff-no-rj","http://www.youtube.com/@Vjiji2424","UCsVYuTnNI7SRI5N28c-pPGw","0","0","2024-05-27T02:21:37Z","2024-05-27T02:21:37Z","Ugwytn_dhCbQUqkKqdx4AaABAg",NA,"PT2_F-1esPk"
"17","Who listen this daily❤","@DBFORNITE","https://yt3.ggpht.com/5kDLJwbb-k511eSaN0g0OWOwJ7visj5p6Dxz2wlYqo1a2AdLeA0xiCDJOKMkOxnMVJKXbQXI=s48-c-k-c0x00ffffff-no-rj","http://www.youtube.com/@DBFORNITE","UCeukD4maiRnjBCzIXdDbacw","0","0","2024-05-27T02:17:21Z","2024-05-27T02:17:21Z","UgxRE_V_Lu54ElFNSdB4AaABAg",NA,"PT2_F-1esPk"
"18","Superhero Tycoon😢","@K0KUSHIBOU","https://yt3.ggpht.com/ikRa0NukbyWdBQkZ4yVte-6qvEgk70Se-8gQMKrMxtfYnQ0mqdDF5bZJlnymObU7u86pOzhZIaA=s48-c-k-c0x00ffffff-no-rj","http://www.youtube.com/@K0KUSHIBOU","UCHNa_XlkPcP1447HWGibpKw","0","0","2024-05-27T00:38:48Z","2024-05-27T00:38:48Z","UgycWlbGbCSS-HfGZtd4AaABAg",NA,"PT2_F-1esPk"
"19","BEST
YEAR 
EVER","@billarqam","https://yt3.ggpht.com/0Xo9fTn7xurUFsRYDCP6NbJMrZm7lqFlSMhW_kS5IU8gbvKq-W2C8bn2I7GRFX8VSFLHjr3h5g=s48-c-k-c0x00ffffff-no-rj","http://www.youtube.com/@billarqam","UCoeA_Pp8WNR-LwZ9ijIhMtw","0","1","2024-05-27T00:29:34Z","2024-05-27T00:29:34Z","UgwYQCh88FGu8wO3uYR4AaABAg",NA,"PT2_F-1esPk"
"20","So baby gronk me closer in the back skibidi toilet","@lucidn1ght1","https://yt3.ggpht.com/ytc/AIdro_l9nuyHaCCGV1jI1SxwsLStK5dmq5jDoXJRtC_3kTbgqHc=s48-c-k-c0x00ffffff-no-rj","http://www.youtube.com/@lucidn1ght1","UCpxevJS0s-iIORggasCuYmQ","0","1","2024-05-27T00:11:44Z","2024-05-27T00:11:44Z","UgwrO8pNdmVvDnB6Zkh4AaABAg",NA,"PT2_F-1esPk"
"21","De tak is gebroken","@aquilschutte","https://yt3.ggpht.com/2lIK8HSI1UdGgM97WdshFrBy6fu5s6Tsgk0TRpltkUo5yHfNb8kDd7ogalwRWzT6LL1Z7pHA9ec=s48-c-k-c0x00ffffff-no-rj","http://www.youtube.com/@aquilschutte","UCS2kj9eafiRLglYtbFGwvgw","0","0","2024-05-26T20:31:28Z","2024-05-26T20:31:28Z","UgwZ1sJdaE8IVhIChJV4AaABAg",NA,"PT2_F-1esPk"
"22","I","@user-mn7er9xo4t","https://yt3.ggpht.com/ytc/AIdro_k18TQOefWzLa5SvdJmEE0dDZLfk4am4CaTqv-UUpCP4ll3lucs6Ttsxlbnh6UOy4Y8dw=s48-c-k-c0x00ffffff-no-rj","http://www.youtube.com/@user-mn7er9xo4t","UCqXbWRZ9WIqjxUh8WqsErCg","0","0","2024-05-26T20:16:30Z","2024-05-26T20:16:30Z","UgzFxuFNc7xQinjw18t4AaABAg",NA,"PT2_F-1esPk"
"23","gyat 
i was in ohio before i met you
rizzed too much and that’s an issue
but i’m grimace shake
gyat
tell your friends it was nice to rizz them
but i hope i never edge again","@kaidyn1556","https://yt3.ggpht.com/izzZjGiVs_LWxzgBkc3JUI5fluoqj67Dpg-2NeT8K4zgffubhutUpw-P3Yhmyut7g1vnDucH4A=s48-c-k-c0x00ffffff-no-rj","http://www.youtube.com/@kaidyn1556","UC9l7obfOsTZpaouopdvCWoQ","0","2","2024-05-26T18:26:04Z","2024-05-26T18:26:04Z","Ugx0WbnTaDC1L2JUQnl4AaABAg",NA,"PT2_F-1esPk"
"24","Anyone in 2098? 😢👋","@micordi390","https://yt3.ggpht.com/x9cDbgsTKmLnH0wuBnYzh22_UPGaiPqjYTVBOw5AH2y-f3rprmEgtYWCJTE_W0HYJ0UOZ-zP=s48-c-k-c0x00ffffff-no-rj","http://www.youtube.com/@micordi390","UCgT_DSYF2w9_m3tLyMCDIfQ","0","1","2024-05-26T17:16:27Z","2024-05-26T17:16:27Z","Ugy2xW0QnBrcfvyCWkJ4AaABAg",NA,"PT2_F-1esPk"
"25","Love song","@akapansapansa9377","https://yt3.ggpht.com/ytc/AIdro_meYAh6NPkc3qZ9RQbztfozX2jknUqc69hcasQTLZa7CCWY6MHmzRI1I6I59gYFhEiQXA=s48-c-k-c0x00ffffff-no-rj","http://www.youtube.com/@akapansapansa9377","UCkpTCYiguy3HB_mVvqhLBDw","0","0","2024-05-26T16:37:55Z","2024-05-26T16:37:55Z","UgxV6ezAjfX5rNwdJdt4AaABAg",NA,"PT2_F-1esPk"
"26","Oh fuck❤","@user-yv2ew8bv9x","https://yt3.ggpht.com/ytc/AIdro_k5rja-fztbHOnGsRe2f3DOhySbv82d6wxdQOx8S9r1FFh1nQKibD-BSUz8b3YcMUXJ_duGNX_v=s48-c-k-c0x00ffffff-no-rj","http://www.youtube.com/@user-yv2ew8bv9x","UC7XY3YaM5dDuk0YCrx8MXig","0","0","2024-05-26T16:24:13Z","2024-05-26T16:24:13Z","UgxhEVySkNGzEgD-P_F4AaABAg",NA,"PT2_F-1esPk"
"27","2024 attendance check ✅","@sewalibrahma4174","https://yt3.ggpht.com/ytc/AIdro_nK11tfj2FgG-VERCoZovQrQVIIWH-HkBRctUDtPnjYtp4=s48-c-k-c0x00ffffff-no-rj","http://www.youtube.com/@sewalibrahma4174","UCA36m6JSXitrZHE-D3aIzuw","0","9","2024-05-26T16:08:12Z","2024-05-26T16:08:12Z","Ugza9C8Bx2GvR5j0D0t4AaABAg",NA,"PT2_F-1esPk"
"28","This song will last for a lifetime 🌊","@philipjee4389","https://yt3.ggpht.com/zDP1MjySzhdlE_P07krhTkCKcqXraQcOZVgxp6v5SOZGfz4OT6NOmCj_WFjxhk4llM7ngYbMMw=s48-c-k-c0x00ffffff-no-rj","http://www.youtube.com/@philipjee4389","UCYt9_c8WxwEi_l6XbBuTMBQ","0","0","2024-05-26T14:27:54Z","2024-05-26T14:27:54Z","Ugy9IEXMn8g8QrmjhC14AaABAg",NA,"PT2_F-1esPk"
"29","Yes ...","@gregormawlong5915","https://yt3.ggpht.com/ytc/AIdro_n729880_hRzWesqCNbjV-S1QJ4_iFXJI0ACNQ_amgCGeUQGLx96oMiJ7gJ4FbIrKVpqA=s48-c-k-c0x00ffffff-no-rj","http://www.youtube.com/@gregormawlong5915","UC3q0ZrGoy2M0ZoncDemef0g","0","0","2024-05-26T13:53:58Z","2024-05-26T13:53:58Z","Ugw-aLNTz3ftWtCeGZ54AaABAg",NA,"PT2_F-1esPk"
"30","Anyone in 2081😅","@Sorryla-vm1cl","https://yt3.ggpht.com/ytc/AIdro_k82QyAI4bPkllTGYW1uAh9g2F373PAH3byJC8f1I0FsxpqxMTd2Pi9ZMx0zq4opKmx6Q=s48-c-k-c0x00ffffff-no-rj","http://www.youtube.com/@Sorryla-vm1cl","UC1mTPCJWvwZ7gTHqLvqPh6w","0","1","2024-05-26T13:07:08Z","2024-05-26T13:07:08Z","UgysLvAaaRYIlvAkS4d4AaABAg",NA,"PT2_F-1esPk"
"31","I like the song ❤😊","@erikarosiana-lm5vn","https://yt3.ggpht.com/ytc/AIdro_mZ5lc_i1h56pQLYPEJZtsaI7fiLsDOUs-f29AmOkEQStX391GeuIaUOwS6ZWNznVbb5A=s48-c-k-c0x00ffffff-no-rj","http://www.youtube.com/@erikarosiana-lm5vn","UCsr60W3CusYU6Ppdkidul_w","0","1","2024-05-26T11:08:39Z","2024-05-26T11:08:39Z","Ugx0twfo8sMXk3nUcox4AaABAg",NA,"PT2_F-1esPk"
"32","anyone 2024","@user-fc8xh2fq8j","https://yt3.ggpht.com/5uAMgyHhRlYWFHrZXiPnwn0vBuoatvWjvQZy_vYSs1gidPro6QBLDMFOtCd-2gyWGcU8O9CR=s48-c-k-c0x00ffffff-no-rj","http://www.youtube.com/@user-fc8xh2fq8j","UCjvmdW06EU8DIOop6LWl45Q","0","3","2024-05-26T10:28:07Z","2024-05-26T10:28:07Z","UgwMrg4RJV-6Vv1Jwbl4AaABAg",NA,"PT2_F-1esPk"
"33","Who see","@SeifeMengste","https://yt3.ggpht.com/ytc/AIdro_n-ipYGNyWfz12ONyTS5rSab8KjOyO2zchxWqeHFrPUeLIIa2HS4OmlreGaAFKDd_6j1g=s48-c-k-c0x00ffffff-no-rj","http://www.youtube.com/@SeifeMengste","UCZq41h70kF1Sp5_UtGkPiFg","0","0","2024-05-26T10:26:01Z","2024-05-26T10:26:01Z","UgyF3mfqpT4maccEnBV4AaABAg",NA,"PT2_F-1esPk"
"34","❤❤❤💋💋💋👩‍❤️‍👨👅","@kristinachaparro4939","https://yt3.ggpht.com/ytc/AIdro_ntGQQd3MF7CA3ZfKG3yd8bAv36q0rfKo7Hmckicx5CK2A=s48-c-k-c0x00ffffff-no-rj","http://www.youtube.com/@kristinachaparro4939","UCjI5SUeIy6vi4O_XLaAkiSw","0","2","2024-05-26T08:46:32Z","2024-05-26T08:46:32Z","UgyO-ao7DCYDv6Pv6IF4AaABAg",NA,"PT2_F-1esPk"
"35","Back when life was good and playing yhis song on loop","@Gogetavegito715","https://yt3.ggpht.com/ytc/AIdro_lTjWu-3Nr3rnVWW3pjtTt92B02C81EFsYtH532LAAnVfdL_xLvCVos3GLgui6Fba6opw=s48-c-k-c0x00ffffff-no-rj","http://www.youtube.com/@Gogetavegito715","UCyVfAM0U6ojnweqU19HK7Xg","0","0","2024-05-26T06:27:39Z","2024-05-26T06:27:39Z","Ugz6qZT5wmLx6fFWu2l4AaABAg",NA,"PT2_F-1esPk"
"36","Anyone listening to this in 2026?","@btx89","https://yt3.ggpht.com/ytc/AIdro_nSlPX3x9GOL9D4CkWFyxg-7UrexiZ-kFLMlc3af-5rSnA=s48-c-k-c0x00ffffff-no-rj","http://www.youtube.com/@btx89","UC-A4XAUocLkWcdpD7dWt8Hg","1","2","2024-05-26T06:12:47Z","2024-05-26T06:12:47Z","UgwnOXfKbcs7yxxmeFt4AaABAg",NA,"PT2_F-1esPk"
"37","love it(:","@GhostBunnyKate444","https://yt3.ggpht.com/IDZlL7F1vjQUosud-OXbsev2lWB10Krjl39Dn89zSY2LSmNx4bbOqRr0f-X4QjYYsvdWkzpS=s48-c-k-c0x00ffffff-no-rj","http://www.youtube.com/@GhostBunnyKate444","UC-SqzhsQ1h5neXkhd_mQSkQ","0","0","2024-05-26T05:10:14Z","2024-05-26T05:10:14Z","UgwkFVDV2FIw0sO5vyd4AaABAg",NA,"PT2_F-1esPk"
"38","nada que ver","@ballesteroscardenasjesus4936","https://yt3.ggpht.com/ytc/AIdro_k2WLZPJnyyWzkP7wziBqqAdz6EkO22H3xos4FItV3icQ=s48-c-k-c0x00ffffff-no-rj","http://www.youtube.com/@ballesteroscardenasjesus4936","UChqw78Sm0kc5PVmrvKSsXcA","0","0","2024-05-26T04:53:52Z","2024-05-26T04:53:52Z","UgxnXd8DOw9xLIkSmgt4AaABAg",NA,"PT2_F-1esPk"
"39","i miss my childhood","@vladimirputin1474","https://yt3.ggpht.com/o3Ueqx70VsOOegSdDtNuq6XKHHqVfK3jzAhiWV3dla5eZ1A1ShINbY-4kvf5V20qMNRy52aBpA=s48-c-k-c0x00ffffff-no-rj","http://www.youtube.com/@vladimirputin1474","UC3WAutBqF7I5iGSwvf3yowg","0","0","2024-05-26T03:13:45Z","2024-05-26T03:13:45Z","UgwTFTH04DgY0mjxtXJ4AaABAg",NA,"PT2_F-1esPk"
"40","i cant unhear the brainrot version","@VanePlayzyolo","https://yt3.ggpht.com/92zwhENPpzBG52M8dDpmh0ks6ds6pYdBbLTofDEcWIebW5YkqEWGVFS3Dxmho1UpKwanxylr=s48-c-k-c0x00ffffff-no-rj","http://www.youtube.com/@VanePlayzyolo","UCHa3akkQ8gQhy151o9g4Tgw","0","1","2024-05-26T02:27:33Z","2024-05-26T02:27:33Z","Ugw1RcyWJR_sUsK6Dq54AaABAg",NA,"PT2_F-1esPk"
"41","I first listened to this song when I was in high school . Now tomorrow is last day of my college. I guess this song never gets old :)","@Moirai0_0","https://yt3.ggpht.com/ytc/AIdro_lAw0GNiZP9IldP1cAlzwEeq4tXMLLD0wmkASVgOmefCB2g=s48-c-k-c0x00ffffff-no-rj","http://www.youtube.com/@Moirai0_0","UCQQg8NwU3qhOC-tfqqyr6Lg","0","1","2024-05-26T02:03:14Z","2024-05-26T02:03:14Z","Ugwzjn8-14szVMctkqh4AaABAg",NA,"PT2_F-1esPk"
"42","Anyone in may 2024","@jisoo8415","https://yt3.ggpht.com/DiepIuRLAZXZBTlWjWj9QNGuM1kRRb5EAJcEIZDYsQulqSYxz7XyiTJxLCqnsSARO0lU4JGw=s48-c-k-c0x00ffffff-no-rj","http://www.youtube.com/@jisoo8415","UCXwQOThXHZoSdIeCFYtLzRA","1","1","2024-05-26T01:51:56Z","2024-05-26T01:51:56Z","UgzDVd0arvpY3GyMVdp4AaABAg",NA,"PT2_F-1esPk"
"43","Why people always asking this fucking question?
Anyone from may , 2024, June ...
Blah 
..blah","@GouravKumar-up4bg","https://yt3.ggpht.com/ytc/AIdro_nHKGtG6kqJeto6Y_AAFyDwLEBBYfoV9tH0Co_O1tQf6nytWH5bdjJNNXhuwkq6MaahnQ=s48-c-k-c0x00ffffff-no-rj","http://www.youtube.com/@GouravKumar-up4bg","UCo36PX1wMVCn9YtAML04A2g","0","1","2024-05-26T01:15:05Z","2024-05-26T01:15:05Z","UgzRanyX3uH1tklWLmd4AaABAg",NA,"PT2_F-1esPk"
"44","Merry Christmas bro","@promonax4176","https://yt3.ggpht.com/ytc/AIdro_kakvmz6hZXdWvHdMGsDT86-WCP_vTo0B9ckM7WDDX7RQ=s48-c-k-c0x00ffffff-no-rj","http://www.youtube.com/@promonax4176","UC515RJCOqKBnPWy_vKZ0AgQ","0","1","2024-05-26T01:09:25Z","2024-05-26T01:09:25Z","Ugzcw5tw-6cRRVY5X454AaABAg",NA,"PT2_F-1esPk"
"45","Back at it again 7 years later with a friendly reminder to stop scrolling the comments and focus on your work!","@LeoneBeats","https://yt3.ggpht.com/XAx2tUQwj_4rc3FjTXZli-MYlL5fb0_s3WFvC1wamBSZJoGF1hlUsMg5sKqgrrUSTV-I7ku8=s48-c-k-c0x00ffffff-no-rj","http://www.youtube.com/@LeoneBeats","UCC8lDkRw_O5C-PWKVKEoNUg","0","3","2024-05-25T23:48:20Z","2024-05-25T23:48:20Z","Ugy0T6-0EJPBysM6mAV4AaABAg",NA,"PT2_F-1esPk"
"46","26 may 2024","@nataliemacrae8626","https://yt3.ggpht.com/ytc/AIdro_kYAxZVB6kuII06g-EPcX2qvh5jDXtsGGl3wHDeE3OGTN0=s48-c-k-c0x00ffffff-no-rj","http://www.youtube.com/@nataliemacrae8626","UCw0m0ittL9E6pZP-6FbVN1w","0","1","2024-05-25T22:37:19Z","2024-05-25T22:37:19Z","UgzVI_F_l8l-qEzVvx94AaABAg",NA,"PT2_F-1esPk"
"47","What beautiful those days friends road trip drugs no worries everything going smoothly in life Now everyone is busy with their responsibilities! 😔😔😔","@babache00","https://yt3.ggpht.com/_J5qtBTG-II8t1ifo7IPhxqab4-U4vyoVLlZvRknHkZOCSacKre2AfXi1dOsKFwBD9NRBRu96w=s48-c-k-c0x00ffffff-no-rj","http://www.youtube.com/@babache00","UCrBRORXj_tBv3JPgnEKnzYA","0","0","2024-05-25T22:26:54Z","2024-05-25T22:26:54Z","Ugy3-EvgSoYJJQantxx4AaABAg",NA,"PT2_F-1esPk"
"48","Yes","@devinsnyder9653","https://yt3.ggpht.com/ytc/AIdro_naIlyuZBTJ2O4T5EFOyjw6RIdR1IWOn0-AsT3DJexnCXb5=s48-c-k-c0x00ffffff-no-rj","http://www.youtube.com/@devinsnyder9653","UCAe5rBb8HwFU2DsUz1gbkAw","0","0","2024-05-25T21:16:57Z","2024-05-25T21:16:57Z","Ugx8u0rPVuVWnPLpSXN4AaABAg",NA,"PT2_F-1esPk"
"49","🎉🎉🎉","@sartajali1313","https://yt3.ggpht.com/L7uN_-Qxs4eipah2PAe878LE_nBv2_uzQKIM4kIPqhyRoqJlTAFz29A2NCBwCZIEn_7_nSa_6A=s48-c-k-c0x00ffffff-no-rj","http://www.youtube.com/@sartajali1313","UC6iXYVQyH6RuJnHrOWpA1SQ","0","0","2024-05-25T20:14:19Z","2024-05-25T20:14:19Z","Ugy2dU15nCa5rEfrp1x4AaABAg",NA,"PT2_F-1esPk"
"50","What happened in there","@Kevinbarbosa7374","https://yt3.ggpht.com/dA21s4zkKHtbh3rudcDFYjDEuTyTSnqmtFD-d0HmwBwE-K8EfG3SQA5HRXvwcu9hsuOOmdBmFg4=s48-c-k-c0x00ffffff-no-rj","http://www.youtube.com/@Kevinbarbosa7374","UCL5G2OYAKEh4ncMBfNb6BPw","0","0","2024-05-25T20:05:36Z","2024-05-25T20:05:36Z","UgxVHsk6nUikG54_ecJ4AaABAg",NA,"PT2_F-1esPk"
"51","Tökéletes 2024-Ben is!❤️🫶👌🇹🇯","@petersuri1247","https://yt3.ggpht.com/ytc/AIdro_m1-uTPKpxCAXUdtA0u6r5-yLQfOQaFuQLkp34_WWE=s48-c-k-c0x00ffffff-no-rj","http://www.youtube.com/@petersuri1247","UCMA9kc-14Ed4Q8xsu8nahSQ","0","0","2024-05-25T19:00:44Z","2024-05-25T19:00:44Z","Ugy137tbBjFOYoI5eDx4AaABAg",NA,"PT2_F-1esPk"
"52","JUNE 2024🔥🔥🔥","@shayrenee1538","https://yt3.ggpht.com/PjU_oYtPo_qIAuYEbZRHeB75zxUG-5LuY6jTwRLTU_JHgD37861ZiYHPtZLdmhw0asgdM6D8jRo=s48-c-k-c0x00ffffff-no-rj","http://www.youtube.com/@shayrenee1538","UCA4RVtbmnEur43ETLuUAU-w","1","0","2024-05-25T17:01:07Z","2024-05-25T17:01:07Z","Ugz7JfiCn2bdngfrHTV4AaABAg",NA,"PT2_F-1esPk"
"53","Sory chompin","@adrianszaj3099","https://yt3.ggpht.com/ytc/AIdro_lN1r14JyVE1HV827fOA4jwcUpML9JATe2vub3wBZwgdO1_u1mEpcWHSejRd9oj5lcaaA=s48-c-k-c0x00ffffff-no-rj","http://www.youtube.com/@adrianszaj3099","UCLCftm6PlYUdQyb5rEL2Dtw","0","0","2024-05-25T14:46:05Z","2024-05-25T14:46:05Z","Ugytf0h7ajdEqCvbmml4AaABAg",NA,"PT2_F-1esPk"
"54","Gyat, I was in ohi-","@darkzack3089","https://yt3.ggpht.com/Auym1-ruNbOsSzll_GuUut2drVs3Gxu7klNOxPw7a2YespCVCSoppH8sBJTlp6T0itQbHI-aYQ=s48-c-k-c0x00ffffff-no-rj","http://www.youtube.com/@darkzack3089","UC4VRjJxg58eRQ3izLTMdq7A","0","1","2024-05-25T13:56:21Z","2024-05-25T13:56:21Z","UgxRk8354WbJdEgkVAl4AaABAg",NA,"PT2_F-1esPk"
"55","May 25 2024 anyone?","@DyxeYT","https://yt3.ggpht.com/FWwHATZ5EVCQHOxbaMVdiG9kP6Ex48OpyNcjUFA5LCY-5QQoX4cDp1E_MJXqmDHYeOO0jmogkQ=s48-c-k-c0x00ffffff-no-rj","http://www.youtube.com/@DyxeYT","UCcfSgsr71cYGoEiwItJI7ZA","1","2","2024-05-25T12:50:47Z","2024-05-25T12:50:47Z","UgyrZjN6VnAYuSS0JOx4AaABAg",NA,"PT2_F-1esPk"
